################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.9912379298387155E-03 a         1     0     1     1     1
  1.7916302626870212E-01 a         2     0     1     1     2
 -5.8451428792230392E-02 a         3     0     1     1     3
  2.9189653313419378E-01 a         4     0     1     1     4
  1.7900380990392309E-01 a         5     0     1     1     5
  2.5091993048009953E-01 a         6     0     1     1     6
  3.8122312502690277E-02 a         7     0     1     1     7
 -7.0166654822544769E-03 a         8     0     1     1     8
 -9.0710372414462975E-03 a         9     0     1     1     9
 -2.8226306662061662E-02 a        10     0     1     1    10
  2.0682389367998347E-01 a        11     0     1     1    11
  1.6957992517951875E-01 a        12     0     1     1    12
 -9.3043071828883567E-03 a        13     0     1     1    13
  1.3713650841724637E-01 a        14     0     1     1    14
  9.9453053114461100E-03 a        15     0     1     1    15
 -4.1536153533977105E-02 a        16     0     1     1    16
  1.9671247010317888E-01 a        17     0     1     1    17
  6.5410917445677133E-02 a        18     0     1     1    18
 -3.6606734220299325E-01 a        19     0     1     1    19
 -6.6088246541145590E-02 a        20     0     1     1    20
  1.1254078709977801E-01 a        21     0     2     1     1
  3.2580267327736789E-01 a        22     0     2     1     2
  8.6579840676650269E-02 a        23     0     2     1     3
 -1.9941951165927396E-01 a        24     0     2     1     4
 -1.7851614206403935E-01 a        25     0     2     1     5
  2.9392433687437663E-01 a        26     0     2     1     6
  4.0000100810868311E-01 a        27     0     2     1     7
 -2.6465221580068393E-01 a        28     0     2     1     8
  6.3771968344812496E-02 a        29     0     2     1     9
  7.5523994468326860E-02 a        30     0     2     1    10
 -1.5698715557155418E-01 a        31     0     2     1    11
  3.1995070468752366E-04 a        32     0     2     1    12
 -2.5519262867694520E-01 a        33     0     2     1    13
  7.8856691244979307E-02 a        34     0     2     1    14
 -7.7912390750455307E-02 a        35     0     2     1    15
  9.1551867221759550E-02 a        36     0     2     1    16
  7.0096344211098255E-02 a        37     0     2     1    17
 -2.6098320909926603E-01 a        38     0     2     1    18
  2.5151034065172009E-02 a        39     0     2     1    19
  3.2618768987217373E-01 a        40     0     2     1    20
 -4.5189757014613745E-02 a        41     0     3     1     1
  1.9011386075868216E-02 a        42     0     3     1     2
 -1.4655164060010670E-01 a        43     0     3     1     3
  1.5285667308447337E-01 a        44     0     3     1     4
 -5.3636462558429458E-02 a        45     0     3     1     5
  2.3059148382542463E-01 a        46     0     3     1     6
 -2.3397921916097034E-01 a        47     0     3     1     7
 -6.0557562343542697E-02 a        48     0     3     1     8
 -3.2519773745416113E-02 a        49     0     3     1     9
  1.8764473922604397E-01 a        50     0     3     1    10
  8.8445010569609614E-02 a        51     0     3     1    11
  2.2477583525124628E-01 a        52     0     3     1    12
 -2.3412166033512660E-02 a        53     0     3     1    13
 -4.2911866632705672E-02 a        54     0     3     1    14
 -2.6882010633329073E-01 a        55     0     3     1    15
  2.6803276600850783E-02 a        56     0     3     1    16
  1.6488501908911821E-01 a        57     0     3     1    17
  4.1046757133848331E-02 a        58     0     3     1    18
 -2.6236344934057637E-01 a        59     0     3     1    19
 -1.2442006643818651E-01 a        60     0     3     1    20
 -9.6465168900104536E-02 a        61     0     4     1     1
 -2.5962373518648529E-01 a        62     0     4     1     2
 -7.2003661751767922E-02 a        63     0     4     1     3
 -1.2915461764022881E-01 a        64     0     4     1     4
  8.4158197671684601E-02 a        65     0     4     1     5
 -1.4801288929685003E-01 a        66     0     4     1     6
 -1.5422954236118003E-01 a        67     0     4     1     7
  1.0617347729236094E-01 a        68     0     4     1     8
  1.3472893589755711E-02 a        69     0     4     1     9
 -2.3162809825060746E-01 a        70     0     4     1    10
 -1.6196070315225031E-01 a        71     0     4     1    11
  2.1222623305938309E-02 a        72     0     4     1    12
  2.2623988861588945E-01 a        73     0     4     1    13
 -1.8055457590225021E-01 a        74     0     4     1    14
 -4.6473441268501704E-02 a        75     0     4     1    15
 -5.0134522140229142E-02 a        76     0     4     1    16
 -3.4220363336370085E-01 a        77     0     4     1    17
  7.7480057161933333E-02 a        78     0     4     1    18
  2.5713556717172992E-01 a        79     0     4     1    19
 -2.1408367653995927E-01 a        80     0     4     1    20
 -5.2050869224011961E-02 a        81     0     5     1     1
 -1.2486447739770831E-01 a        82     0     5     1     2
 -4.1907323349562514E-01 a        83     0     5     1     3
  2.6394896583352861E-01 a        84     0     5     1     4
  4.8993825032407706E-01 a        85     0     5     1     5
 -4.0970679940298127E-01 a        86     0     5     1     6
  2.7154763783047869E-01 a        87     0     5     1     7
  4.9598847959546494E-01 a        88     0     5     1     8
  8.7319880492684659E-02 a        89     0     5     1     9
 -4.1715313643625719E-02 a        90     0     5     1    10
 -6.8722402899984228E-02 a        91     0     5     1    11
  2.6330152163134477E-02 a        92     0     5     1    12
 -2.0217749242462837E-01 a        93     0     5     1    13
 -2.5171056592180457E-01 a        94     0     5     1    14
 -2.3330238168223455E-01 a        95     0     5     1    15
 -4.3634926986520706E-01 a        96     0     5     1    16
  1.1918146576425558E-01 a        97     0     5     1    17
  8.1367188125904810E-01 a        98     0     5     1    18
  2.2249951408066004E-01 a        99     0     5     1    19
 -1.7955300144875505E-01 a       100     0     5     1    20
  1.5098808555895064E-02 a       101     0     6     1     1
 -5.2715397560111281E-02 a       102     0     6     1     2
 -9.2504483163679208E-02 a       103     0     6     1     3
 -1.7372256047571155E-01 a       104     0     6     1     4
  1.0862719849378913E-01 a       105     0     6     1     5
 -2.0055386316553098E-01 a       106     0     6     1     6
  2.2178870583687841E-02 a       107     0     6     1     7
 -8.5661648010187455E-02 a       108     0     6     1     8
 -9.0868736767584779E-02 a       109     0     6     1     9
 -5.2782453314474613E-02 a       110     0     6     1    10
 -2.5792203208420111E-01 a       111     0     6     1    11
 -1.6508233050353693E-01 a       112     0     6     1    12
  3.6962864937794188E-01 a       113     0     6     1    13
  5.9685808266386114E-02 a       114     0     6     1    14
  4.2269568989559475E-01 a       115     0     6     1    15
 -6.1277618421646196E-02 a       116     0     6     1    16
 -2.9877372582356015E-01 a       117     0     6     1    17
 -7.1454958765360607E-02 a       118     0     6     1    18
  3.3216792720983368E-01 a       119     0     6     1    19
 -2.2157661655879834E-01 a       120     0     6     1    20
 -1.2002276514038918E-01 a       121     0     7     1     1
  3.5765057415312940E-02 a       122     0     7     1     2
 -2.1509756566592991E-01 a       123     0     7     1     3
 -1.6860456420826667E-01 a       124     0     7     1     4
