################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.8821206664875351E-02 a         1     0     1     1     1
 -1.8756600706561546E-01 a         2     0     1     1     2
  9.5337262813501786E-02 a         3     0     1     1     3
 -2.4753395712429821E-01 a         4     0     1     1     4
  2.3775482161653448E-02 a         5     0     1     1     5
  7.2820710934902977E-01 a         6     0     1     1     6
 -4.0217229836428131E-01 a         7     0     1     1     7
 -2.6695494282818039E-01 a         8     0     1     1     8
 -7.2991737700087198E-02 a         9     0     1     1     9
  3.7921916155684610E-01 a        10     0     1     1    10
 -5.9505756315681890E-01 a        11     0     1     1    11
  5.2052098863871014E-02 a        12     0     1     1    12
  5.0183526588806271E-01 a        13     0     1     1    13
  4.7010182268791868E-02 a        14     0     1     1    14
  3.4439630143192884E-01 a        15     0     1     1    15
  5.4914208528447646E-02 a        16     0     1     1    16
 -5.8755224726370049E-02 a        17     0     1     1    17
  2.3862060179314715E-01 a        18     0     1     1    18
 -5.6575284575560625E-01 a        19     0     1     1    19
 -1.1410429788785545E-01 a        20     0     1     1    20
  5.3295446949310925E-02 a        21     0     2     1     1
  6.9470489519250170E-03 a        22     0     2     1     2
 -8.6659946357959504E-03 a        23     0     2     1     3
 -2.8416174313088093E-02 a        24     0     2     1     4
 -1.6544833263889978E-02 a        25     0     2     1     5
 -1.1926199871391449E-01 a        26     0     2     1     6
 -4.5209957644726184E-02 a        27     0     2     1     7
  1.2076193679445707E-01 a        28     0     2     1     8
 -3.5805065531842265E-03 a        29     0     2     1     9
 -1.6243048642642189E-02 a        30     0     2     1    10
  1.0550149397396635E-01 a        31     0     2     1    11
 -1.5310824225649608E-01 a        32     0     2     1    12
 -3.9715284213106460E-02 a        33     0     2     1    13
 -7.1547904902896559E-02 a        34     0     2     1    14
 -2.0447626966707932E-02 a        35     0     2     1    15
 -6.9951484459953445E-02 a        36     0     2     1    16
 -2.1622940990045114E-01 a        37     0     2     1    17
  5.7284041074270625E-02 a        38     0     2     1    18
 -1.9936583877629466E-01 a        39     0     2     1    19
  9.8845393603075801E-02 a        40     0     2     1    20
  1.6372478207355853E-01 a        41     0     3     1     1
 -2.1309228402849267E-02 a        42     0     3     1     2
 -1.5111400322838162E-01 a        43     0     3     1     3
 -3.5039703769067060E-01 a        44     0     3     1     4
  2.9822348250739472E-01 a        45     0     3     1     5
  2.3927275049892943E-01 a        46     0     3     1     6
 -2.9757028976007804E-01 a        47     0     3     1     7
  3.6321743535478045E-03 a        48     0     3     1     8
 -3.3408303009274209E-01 a        49     0     3     1     9
 -5.5551776661901218E-03 a        50     0     3     1    10
 -2.3111436958516474E-01 a        51     0     3     1    11
  3.7708552282041868E-01 a        52     0     3     1    12
  5.9672197365509334E-02 a        53     0     3     1    13
 -6.1365715066473669E-01 a        54     0     3     1    14
 -3.1051203666437811E-02 a        55     0     3     1    15
  2.0113229180753429E-02 a        56     0     3     1    16
  3.0403064730118595E-01 a        57     0     3     1    17
  2.1444060921731176E-01 a        58     0     3     1    18
 -2.3559943645513171E-01 a        59     0     3     1    19
 -3.9091031775810657E-02 a        60     0     3     1    20
  2.9904807295467184E-01 a        61     0     4     1     1
 -1.5898833153222214E-02 a        62     0     4     1     2
  2.2151276520405447E-01 a        63     0     4     1     3
  2.5590313987708202E-01 a        64     0     4     1     4
  9.1150440346793274E-02 a        65     0     4     1     5
 -6.9973262222407595E-01 a        66     0     4     1     6
  1.1754120103260575E+00 a        67     0     4     1     7
  1.3499696732214148E-01 a        68     0     4     1     8
