################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.7978285863518135E-01 a         1     0     1     1     1
  6.3992358389221377E-02 a         2     0     1     1     2
 -2.5074023312539395E-02 a         3     0     1     1     3
  6.9126409381588469E-02 a         4     0     1     1     4
 -7.7986946340513813E-02 a         5     0     1     1     5
 -7.8674872210682867E-02 a         6     0     1     1     6
  1.0820753360964690E-01 a         7     0     1     1     7
  2.3411084443821898E-02 a         8     0     1     1     8
  1.0495772033823152E-01 a         9     0     1     1     9
  1.5117950832640946E-02 a        10     0     1     1    10
  2.0440195447878337E-01 a        11     0     1     1    11
  3.7211923708991057E-01 a        12     0     1     1    12
  8.8782588538528801E-02 a        13     0     1     1    13
  1.0282249497812505E-01 a        14     0     1     1    14
 -2.5701995735173711E-01 a        15     0     1     1    15
  1.0123430762958335E-01 a        16     0     1     1    16
 -1.8748386846857362E-01 a        17     0     1     1    17
 -2.4107664698277312E-01 a        18     0     1     1    18
 -2.6362716539021347E-01 a        19     0     1     1    19
 -6.3871248321959381E-02 a        20     0     1     1    20
 -3.2558874126156084E-01 a        21     0     2     1     1
  9.2012532139731901E-02 a        22     0     2     1     2
  1.6607732315104839E-01 a        23     0     2     1     3
 -2.4784591220896554E-01 a        24     0     2     1     4
 -7.7252076108256962E-02 a        25     0     2     1     5
  7.8151132579139429E-02 a        26     0     2     1     6
  2.5943390473921096E-01 a        27     0     2     1     7
 -2.1511508908680638E-01 a        28     0     2     1     8
  2.7990062526879328E-01 a        29     0     2     1     9
  8.7187661018465673E-02 a        30     0     2     1    10
  7.4741974869311625E-02 a        31     0     2     1    11
 -3.2799048219294463E-01 a        32     0     2     1    12
  2.4247350240615648E-01 a        33     0     2     1    13
  2.7484848773910447E-01 a        34     0     2     1    14
  8.6830237440878640E-03 a        35     0     2     1    15
  5.5696438398897992E-02 a        36     0     2     1    16
  1.6630339763731786E-01 a        37     0     2     1    17
  1.7517319452967303E-01 a        38     0     2     1    18
  2.6467833430146352E-02 a        39     0     2     1    19
  1.6717281535458448E-01 a        40     0     2     1    20
  4.6503880657460125E-02 a        41     0     3     1     1
 -6.1823970008118061E-02 a        42     0     3     1     2
  7.9733665952811464E-02 a        43     0     3     1     3
  4.2557379687189111E-02 a        44     0     3     1     4
 -1.5951974020610844E-02 a        45     0     3     1     5
  2.4483667808317860E-01 a        46     0     3     1     6
 -1.2285327868297893E-01 a        47     0     3     1     7
  1.8143433124580135E-02 a        48     0     3     1     8
  4.0766339330084153E-02 a        49     0     3     1     9
 -1.0041597948474167E-01 a        50     0     3     1    10
 -3.2693254838491149E-02 a        51     0     3     1    11
 -1.2001105363554238E-01 a        52     0     3     1    12
  8.7286994841752841E-02 a        53     0     3     1    13
 -3.6550590271144767E-02 a        54     0     3     1    14
  8.8591481749789314E-02 a        55     0     3     1    15
  3.7131899418533558E-02 a        56     0     3     1    16
  3.2120276846741008E-01 a        57     0     3     1    17
  2.1196620133268271E-01 a        58     0     3     1    18
  5.7290587931091798E-02 a        59     0     3     1    19
  1.0975250122521236E-01 a        60     0     3     1    20
 -3.3060234121931202E-02 a        61     0     4     1     1
  1.0272197200242246E-01 a        62     0     4     1     2
 -1.6831831760041316E-01 a        63     0     4     1     3
  1.0297873913814989E-01 a        64     0     4     1     4
 -2.2584459681297400E-01 a        65     0     4     1     5
  1.0134679168787603E-01 a        66     0     4     1     6
  4.1483875948042967E-02 a        67     0     4     1     7
  1.1238754835077189E-01 a        68     0     4     1     8
