################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3357141612999952E-01 a         1     0     1     1     1
  1.4392198434288148E-01 a         2     0     1     1     2
  3.6922301096334306E-02 a         3     0     1     1     3
 -1.0959119227950898E-01 a         4     0     1     1     4
 -1.5273081164009059E-02 a         5     0     1     1     5
 -7.1773572677151690E-02 a         6     0     1     1     6
 -4.0393235271999832E-02 a         7     0     1     1     7
  9.3773219230925256E-02 a         8     0     1     1     8
 -1.0788377641761575E-01 a         9     0     1     1     9
  4.6189562512509830E-02 a        10     0     1     1    10
  2.0896095681412211E-01 a        11     0     1     1    11
 -1.7584404130557042E-02 a        12     0     1     1    12
 -1.9341681099475625E-02 a        13     0     1     1    13
  1.8714577472430013E-01 a        14     0     1     1    14
 -7.6687966407346930E-02 a        15     0     1     1    15
  2.1040273718869115E-01 a        16     0     1     1    16
  2.1337769552867819E-01 a        17     0     1     1    17
 -1.6033134315114789E-01 a        18     0     1     1    18
 -4.7589891469413663E-02 a        19     0     1     1    19
 -7.0497883184725149E-02 a        20     0     1     1    20
 -7.4565345837747696E-02 a        21     0     2     1     1
 -9.9959736660836726E-02 a        22     0     2     1     2
  5.4349647210439736E-02 a        23     0     2     1     3
  1.2497817125941393E-01 a        24     0     2     1     4
 -8.6768219559971188E-02 a        25     0     2     1     5
 -1.5400927138361725E-01 a        26     0     2     1     6
  2.0147313843501063E-01 a        27     0     2     1     7
  4.6148518114516257E-02 a        28     0     2     1     8
 -1.0334699222529167E-01 a        29     0     2     1     9
 -2.0887938878966700E-02 a        30     0     2     1    10
  7.4657445395055658E-02 a        31     0     2     1    11
 -2.0001194079004626E-02 a        32     0     2     1    12
  3.3725980716215109E-03 a        33     0     2     1    13
 -1.1717257491899945E-01 a        34     0     2     1    14
 -2.0128489074564360E-01 a        35     0     2     1    15
 -1.0917555264196344E-01 a        36     0     2     1    16
 -7.1476062211182204E-02 a        37     0     2     1    17
 -1.1770161803218007E-01 a        38     0     2     1    18
  1.1206856184997828E-01 a        39     0     2     1    19
 -6.3858788235387265E-02 a        40     0     2     1    20
  3.7083979845388443E-02 a        41     0     3     1     1
 -3.1317431814615010E-01 a        42     0     3     1     2
  2.8502148817527440E-01 a        43     0     3     1     3
  1.3860718492303345E-01 a        44     0     3     1     4
 -9.8992135609192608E-02 a        45     0     3     1     5
  1.1376665724883921E-01 a        46     0     3     1     6
 -1.5763197869393150E-01 a        47     0     3     1     7
 -1.1643945749843768E-01 a        48     0     3     1     8
 -3.4136005641692985E-01 a        49     0     3     1     9
  1.0817635018632975E-01 a        50     0     3     1    10
  3.1313570902705888E-02 a        51     0     3     1    11
 -1.1655551525297783E-01 a        52     0     3     1    12
  1.9238951928777170E-01 a        53     0     3     1    13
 -1.7973772768469681E-01 a        54     0     3     1    14
