################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3367140989934673E-01 a         1     0     1     1     1
 -5.1896732144722582E-02 a         2     0     1     1     2
 -5.3089878247500527E-02 a         3     0     1     1     3
 -8.8457284831270522E-02 a         4     0     1     1     4
  2.5086007305307217E-01 a         5     0     1     1     5
  1.3102152247860321E-01 a         6     0     1     1     6
  7.0132119692428385E-02 a         7     0     1     1     7
  8.5025372375828828E-02 a         8     0     1     1     8
  3.2886922980777951E-02 a         9     0     1     1     9
 -3.2370069782128737E-03 a        10     0     1     1    10
 -7.8456791876776399E-02 a        11     0     1     1    11
 -1.1799010110042780E-01 a        12     0     1     1    12
 -2.5661090995433172E-01 a        13     0     1     1    13
  2.1238485815739827E-01 a        14     0     1     1    14
 -2.2478278180313574E-02 a        15     0     1     1    15
 -4.3167859961046877E-02 a        16     0     1     1    16
 -1.5487657729728507E-02 a        17     0     1     1    17
 -4.1092343438624522E-02 a        18     0     1     1    18
 -1.0177321260754343E-01 a        19     0     1     1    19
  2.3875525685331378E-01 a        20     0     1     1    20
 -1.7209324339930221E-02 a        21     0     2     1     1
 -3.6760728759475259E-01 a        22     0     2     1     2
  1.2179045323604760E-01 a        23     0     2     1     3
 -3.3777107582625132E-01 a        24     0     2     1     4
 -1.4741346795338983E-01 a        25     0     2     1     5
 -2.2378474060021894E-01 a        26     0     2     1     6
 -4.1082635750750629E-01 a        27     0     2     1     7
 -5.1884053464951307E-01 a        28     0     2     1     8
 -1.1705795720668447E-01 a        29     0     2     1     9
 -1.8249700376746505E-01 a        30     0     2     1    10
  3.7131897796932051E-01 a        31     0     2     1    11
 -1.7052429633709359E-01 a        32     0     2     1    12
 -3.4947033461810167E-01 a        33     0     2     1    13
 -2.8773987328564032E-01 a        34     0     2     1    14
  1.4715012924144347E-01 a        35     0     2     1    15
 -4.7579508314151731E-01 a        36     0     2     1    16
 -1.2003224878611211E-01 a        37     0     2     1    17
 -7.4492086389644066E-02 a        38     0     2     1    18
  1.7608420394849941E-01 a        39     0     2     1    19
  1.4515262231502732E-01 a        40     0     2     1    20
  2.0445278277397924E-01 a        41     0     3     1     1
  1.3870358610552305E-01 a        42     0     3     1     2
  3.2254047868382335E-01 a        43     0     3     1     3
  1.6687889947687254E-01 a        44     0     3     1     4
  1.4204340579680810E-02 a        45     0     3     1     5
 -4.2659429415901125E-02 a        46     0     3     1     6
  3.5820333204440342E-02 a        47     0     3     1     7
  3.1864719576101215E-02 a        48     0     3     1     8
  7.1401872928725324E-02 a        49     0     3     1     9
  4.9140234456698892E-02 a        50     0     3     1    10
  1.8841569378909257E-02 a        51     0     3     1    11
 -1.2947710672067583E-01 a        52     0     3     1    12
 -2.8981356585894380E-01 a        53     0     3     1    13
 -7.6824812697652956E-02 a        54     0     3     1    14
  2.4661701928438164E-02 a        55     0     3     1    15
 -2.3703561105286375E-01 a        56     0     3     1    16
  1.5354115216619832E-01 a        57     0     3     1    17
  5.2358947653765283E-03 a        58     0     3     1    18
  5.3241190919505856E-03 a        59     0     3     1    19
  1.2198392515019545E-02 a        60     0     3     1    20
 -1.6972981634569020E-01 a        61     0     4     1     1
