################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0405431432054515E-01 a         1     0     1     1     1
 -2.5822123347496229E-01 a         2     0     1     1     2
 -5.3068612788003004E-02 a         3     0     1     1     3
  2.3857615344932351E-01 a         4     0     1     1     4
 -2.3906651679871782E-01 a         5     0     1     1     5
  5.9736466131928893E-02 a         6     0     1     1     6
 -1.0876967894160481E-02 a         7     0     1     1     7
  7.9140920705167955E-02 a         8     0     1     1     8
 -1.9167524732624028E-01 a         9     0     1     1     9
  2.4487952326577311E-01 a        10     0     1     1    10
  9.2476519393970003E-02 a        11     0     1     1    11
 -2.6763564190081640E-01 a        12     0     1     1    12
  2.9989274492025730E-01 a        13     0     1     1    13
  7.9912950415696099E-02 a        14     0     1     1    14
 -1.3731340591435445E-01 a        15     0     1     1    15
 -3.0429520189204803E-02 a        16     0     1     1    16
 -1.5619701258674890E-01 a        17     0     1     1    17
 -6.4495383805384346E-02 a        18     0     1     1    18
  2.0120730845401925E-02 a        19     0     1     1    19
  1.7639832597072544E-01 a        20     0     1     1    20
 -1.6595929630065040E-01 a        21     0     2     1     1
 -6.1520548966789081E-02 a        22     0     2     1     2
 -2.7069124565976960E-03 a        23     0     2     1     3
 -2.5485926093932545E-02 a        24     0     2     1     4
  6.4473711650170115E-02 a        25     0     2     1     5
  8.3376457501993614E-02 a        26     0     2     1     6
  1.2814942316776856E-01 a        27     0     2     1     7
  2.1171397658868215E-02 a        28     0     2     1     8
  1.5103417123765089E-01 a        29     0     2     1     9
 -7.2954160414229413E-03 a        30     0     2     1    10
 -1.3406893713838744E-01 a        31     0     2     1    11
 -1.4211700933670399E-01 a        32     0     2     1    12
 -1.2128570135735633E-01 a        33     0     2     1    13
 -9.8995693004853030E-02 a        34     0     2     1    14
  4.9950403717658132E-02 a        35     0     2     1    15
 -1.0475257100504774E-01 a        36     0     2     1    16
  1.6799306296794481E-01 a        37     0     2     1    17
 -8.7966516744162990E-02 a        38     0     2     1    18
  1.5669303645924967E-01 a        39     0     2     1    19
 -7.2783278586529554E-02 a        40     0     2     1    20
 -8.6191916093609405E-02 a        41     0     3     1     1
  2.5788729915251331E-03 a        42     0     3     1     2
 -8.2482840859133530E-02 a        43     0     3     1     3
  2.2504219099371753E-01 a        44     0     3     1     4
 -8.8711266053413979E-02 a        45     0     3     1     5
 -8.7062151323299766E-03 a        46     0     3     1     6
 -2.5076395341082219E-03 a        47     0     3     1     7
  6.8403970628449620E-02 a        48     0     3     1     8
 -1.2596605582930329E-01 a        49     0     3     1     9
 -2.0807601190627811E-01 a        50     0     3     1    10
 -6.7984068950528304E-02 a        51     0     3     1    11
  2.8269338346320988E-01 a        52     0     3     1    12
  1.3071006464167134E-01 a        53     0     3     1    13
 -1.8888951190837583E-02 a        54     0     3     1    14
  1.5914403317728498E-01 a        55     0     3     1    15
  1.8374293311086677E-02 a        56     0     3     1    16
 -1.2607323831860731E-01 a        57     0     3     1    17
 -2.6306826167190694E-01 a        58     0     3     1    18
  7.9883414467859959E-02 a        59     0     3     1    19
 -4.8849192036582841E-02 a        60     0     3     1    20
 -2.2097514497682197E-01 a        61     0     4     1     1
  5.0395436071650951E-02 a        62     0     4     1     2
 -1.6678813793543762E-01 a        63     0     4     1     3
  1.1110381590857371E-01 a        64     0     4     1     4
  1.4188365957119362E-01 a        65     0     4     1     5
  1.5266682632453584E-02 a        66     0     4     1     6
  1.0428245670560835E-01 a        67     0     4     1     7
 -6.7234757073947674E-02 a        68     0     4     1     8
 -8.9533127923043229E-02 a        69     0     4     1     9
  1.0457138484101006E-01 a        70     0     4     1    10
 -1.9293003661479124E-01 a        71     0     4     1    11
  4.6961957855123047E-02 a        72     0     4     1    12
  5.2259177955083530E-02 a        73     0     4     1    13
 -9.6343874191519394E-02 a        74     0     4     1    14
  9.8745923319605383E-02 a        75     0     4     1    15
  9.9890322722182040E-02 a        76     0     4     1    16
 -1.3323011423242723E-01 a        77     0     4     1    17
 -1.2706931402736665E-01 a        78     0     4     1    18
 -1.9184203470488675E-01 a        79     0     4     1    19
  1.0233379422930665E-01 a        80     0     4     1    20
  1.9923521832443847E-01 a        81     0     5     1     1
  5.1959593136843119E-01 a        82     0     5     1     2
  9.4167779575830599E-02 a        83     0     5     1     3
 -6.8650973714178920E-01 a        84     0     5     1     4
  1.8533799278499885E-01 a        85     0     5     1     5
 -4.0772170809580638E-01 a        86     0     5     1     6
  1.9437393428278135E-01 a        87     0     5     1     7
 -2.4527567914363860E-01 a        88     0     5     1     8
 -2.0359435998582151E-01 a        89     0     5     1     9
  1.2732866475979557E-01 a        90     0     5     1    10
 -6.2164816379484303E-02 a        91     0     5     1    11
 -3.4453980097906084E-01 a        92     0     5     1    12
 -3.3935911989545925E-01 a        93     0     5     1    13
 -1.8806171746783538E-02 a        94     0     5     1    14
 -3.3493854655657296E-01 a        95     0     5     1    15
  2.3235113088268292E-01 a        96     0     5     1    16
 -4.9199324909148273E-01 a        97     0     5     1    17
 -1.8543804131780142E-01 a        98     0     5     1    18
 -3.2315163391232204E-01 a        99     0     5     1    19
 -2.1513856543178569E-01 a       100     0     5     1    20
  2.9261396670208156E-01 a       101     0     6     1     1
 -3.5549986034870917E-02 a       102     0     6     1     2
  2.5223019720434513E-02 a       103     0     6     1     3
 -2.5251415763358481E-01 a       104     0     6     1     4
 -2.1087104772460502E-01 a       105     0     6     1     5
  7.9012021298917767E-02 a       106     0     6     1     6
 -7.3404886019056148E-02 a       107     0     6     1     7
 -1.5585149612667418E-01 a       108     0     6     1     8
 -1.7447805864180146E-01 a       109     0     6     1     9
 -1.4470957337788112E-01 a       110     0     6     1    10
  1.2814112520679644E-02 a       111     0     6     1    11
 -2.0971092283361759E-01 a       112     0     6     1    12
  1.2470869106451453E-01 a       113     0     6     1    13
  1.7247307277177867E-01 a       114     0     6     1    14
  1.8603432173727563E-01 a       115     0     6     1    15
  2.3824933693241259E-02 a       116     0     6     1    16
 -1.1863552165091766E-02 a       117     0     6     1    17
  3.1081718986983732E-02 a       118     0     6     1    18
 -2.1786404426489794E-01 a       119     0     6     1    19
  2.2784235346259854E-01 a       120     0     6     1    20
  2.3910728855762890E-02 a       121     0     7     1     1
  1.7359936184144620E-01 a       122     0     7     1     2
  1.9964524805841982E-01 a       123     0     7     1     3
 -1.3390058673446140E-01 a       124     0     7     1     4
 -1.6701676761434550E-01 a       125     0     7     1     5
 -1.1494384641050430E-01 a       126     0     7     1     6
 -7.9856180698536700E-02 a       127     0     7     1     7
  7.6599845280116386E-03 a       128     0     7     1     8
 -6.8257726716329348E-02 a       129     0     7     1     9
  1.5917716195186682E-01 a       130     0     7     1    10
  1.2783636557356853E-01 a       131     0     7     1    11
 -3.2474871380120424E-02 a       132     0     7     1    12
 -7.6171042056025562E-03 a       133     0     7     1    13
  2.1314594020180533E-01 a       134     0     7     1    14
  6.2738970989866194E-02 a       135     0     7     1    15
  1.0563751806339344E-02 a       136     0     7     1    16
 -1.9902338056396890E-01 a       137     0     7     1    17
 -1.0875857487677770E-01 a       138     0     7     1    18
  1.9711493340179720E-01 a       139     0     7     1    19
