################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.1351767064243257E-01 a         1     0     1     1     1
 -3.0650061439174359E-01 a         2     0     1     1     2
 -4.7224033015181671E-01 a         3     0     1     1     3
 -5.3220057588518686E-02 a         4     0     1     1     4
 -1.7648436591575167E-01 a         5     0     1     1     5
 -5.1418532299208883E-02 a         6     0     1     1     6
  5.6835686543906327E-01 a         7     0     1     1     7
 -3.4325824923196180E-01 a         8     0     1     1     8
 -1.1179721288858242E-01 a         9     0     1     1     9
  8.8367429603667849E-02 a        10     0     1     1    10
  3.3483308487486368E-01 a        11     0     1     1    11
  3.7039890579599014E-02 a        12     0     1     1    12
  6.5897765048495288E-02 a        13     0     1     1    13
 -1.2007379140143275E-01 a        14     0     1     1    14
  1.5862091475641824E-01 a        15     0     1     1    15
  4.7980716942406504E-01 a        16     0     1     1    16
 -1.8046768145414574E-01 a        17     0     1     1    17
 -1.2681673631623230E-01 a        18     0     1     1    18
  4.3953922145629637E-01 a        19     0     1     1    19
 -8.0033820356553168E-02 a        20     0     1     1    20
 -1.3069409857315764E-01 a        21     0     2     1     1
  1.6148597911116408E-01 a        22     0     2     1     2
 -4.7208747256271090E-02 a        23     0     2     1     3
  1.9284608906169515E-01 a        24     0     2     1     4
  9.9926564892346484E-02 a        25     0     2     1     5
  4.0495339572408737E-02 a        26     0     2     1     6
  1.0419978311800952E-01 a        27     0     2     1     7
 -8.8062615526911331E-02 a        28     0     2     1     8
 -3.8450587405972812E-02 a        29     0     2     1     9
 -1.2755066790629932E-01 a        30     0     2     1    10
  2.0229059185659010E-01 a        31     0     2     1    11
