################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.3398666200973832E-02 a         1     0     1     1     1
  1.8040428592842606E-01 a         2     0     1     1     2
 -8.4435194119236775E-03 a         3     0     1     1     3
 -2.9783454252071895E-01 a         4     0     1     1     4
 -3.8789014668969349E-02 a         5     0     1     1     5
 -1.6753561415454584E-02 a         6     0     1     1     6
 -3.6780581640674735E-02 a         7     0     1     1     7
  1.0507372030448298E-02 a         8     0     1     1     8
  2.1481439576908581E-02 a         9     0     1     1     9
 -1.7056717973003444E-01 a        10     0     1     1    10
 -1.4920347819000387E-01 a        11     0     1     1    11
 -1.2229572943987983E-02 a        12     0     1     1    12
 -3.3773402700649567E-02 a        13     0     1     1    13
 -8.9475430681973833E-02 a        14     0     1     1    14
 -1.5109811356118172E-01 a        15     0     1     1    15
 -6.8997651681117662E-03 a        16     0     1     1    16
  2.8752948436208159E-01 a        17     0     1     1    17
  1.0303486382483160E-01 a        18     0     1     1    18
 -1.5503988416773995E-01 a        19     0     1     1    19
 -1.6754163198003261E-01 a        20     0     1     1    20
  6.2255174164233172E-02 a        21     0     2     1     1
  2.8094909830803705E-01 a        22     0     2     1     2
 -3.5314595245313107E-02 a        23     0     2     1     3
 -4.2688183265584906E-02 a        24     0     2     1     4
  3.9952665935751086E-02 a        25     0     2     1     5
 -4.1486772479589450E-03 a        26     0     2     1     6
  1.5097786929269591E-01 a        27     0     2     1     7
  5.1006967333436230E-02 a        28     0     2     1     8
  4.7915838847324019E-02 a        29     0     2     1     9
 -1.3889723117208649E-01 a        30     0     2     1    10
 -7.1122408458178049E-02 a        31     0     2     1    11
 -1.1573851294398696E-01 a        32     0     2     1    12
 -5.2566357395514442E-02 a        33     0     2     1    13
 -5.7068436028091384E-02 a        34     0     2     1    14
  2.6031595903857962E-02 a        35     0     2     1    15
  1.1603598159212953E-02 a        36     0     2     1    16
 -1.4390591204724273E-02 a        37     0     2     1    17
 -3.9310044403514308E-02 a        38     0     2     1    18
  2.2622625787273279E-03 a        39     0     2     1    19
  2.0411413543606324E-01 a        40     0     2     1    20
  1.4625863892368973E-01 a        41     0     3     1     1
  4.1417827473587215E-02 a        42     0     3     1     2
  1.6037655195092926E-01 a        43     0     3     1     3
 -3.1681942038387256E-01 a        44     0     3     1     4
 -1.1126576393724215E-01 a        45     0     3     1     5
  8.8971058342478163E-02 a        46     0     3     1     6
  1.5583067981076754E-01 a        47     0     3     1     7
  6.2049723392609363E-02 a        48     0     3     1     8
  1.6279210603674107E-01 a        49     0     3     1     9
 -8.3669919026415268E-02 a        50     0     3     1    10
  6.8240597499406017E-02 a        51     0     3     1    11
  1.0026733170280666E-01 a        52     0     3     1    12
 -3.2882396051043747E-02 a        53     0     3     1    13
  8.8471507909351335E-02 a        54     0     3     1    14
 -3.8632304485812778E-02 a        55     0     3     1    15
 -1.7372013616607218E-01 a        56     0     3     1    16
  1.4775819961847977E-01 a        57     0     3     1    17
  6.5341328478180249E-02 a        58     0     3     1    18
 -7.3336198707110211E-03 a        59     0     3     1    19
  2.3761861101266710E-01 a        60     0     3     1    20
 -7.2345099838313554E-02 a        61     0     4     1     1
  3.1515585898775809E-02 a        62     0     4     1     2
  2.1103745703445870E-01 a        63     0     4     1     3
  1.5001638420469163E-01 a        64     0     4     1     4
  1.7819510580185396E-02 a        65     0     4     1     5
 -1.2693146712177020E-01 a        66     0     4     1     6
  6.6424474789050794E-02 a        67     0     4     1     7
  4.0495790634414199E-02 a        68     0     4     1     8
  1.3453459312793922E-01 a        69     0     4     1     9
  1.8337246200493995E-01 a        70     0     4     1    10
 -4.0855226075671013E-02 a        71     0     4     1    11
 -1.2387474780935716E-01 a        72     0     4     1    12
 -1.1308332143631235E-01 a        73     0     4     1    13
  1.1929743957874193E-01 a        74     0     4     1    14
  1.9764931933178925E-01 a        75     0     4     1    15
  2.0092217804216420E-01 a        76     0     4     1    16
  5.1033490658980024E-02 a        77     0     4     1    17
  4.0472840328560168E-02 a        78     0     4     1    18
 -1.5801063202331839E-01 a        79     0     4     1    19
  1.8009306205200901E-01 a        80     0     4     1    20
  3.9236769862991287E-02 a        81     0     5     1     1
 -7.4918066143790943E-02 a        82     0     5     1     2
  2.5844826456610021E-01 a        83     0     5     1     3
  7.5295479796390077E-02 a        84     0     5     1     4
 -3.5682375381783171E-01 a        85     0     5     1     5
 -2.6287389755763002E-01 a        86     0     5     1     6
  2.3766223677815296E-01 a        87     0     5     1     7
 -1.3802059854546059E-01 a        88     0     5     1     8
  2.3989682470345833E-01 a        89     0     5     1     9
  3.6359527257555602E-01 a        90     0     5     1    10
  1.1166968996533895E-03 a        91     0     5     1    11
 -2.2903563131832719E-01 a        92     0     5     1    12
  2.2540036433638846E-01 a        93     0     5     1    13
 -4.1356745641474452E-01 a        94     0     5     1    14
  3.7119756903343515E-01 a        95     0     5     1    15
  2.0399461960107496E-01 a        96     0     5     1    16
 -1.4838153837017642E-01 a        97     0     5     1    17
 -2.3132149266102803E-01 a        98     0     5     1    18
  4.4171110502616712E-01 a        99     0     5     1    19
  4.4144145084520615E-02 a       100     0     5     1    20
 -1.4654164625888472E-01 a       101     0     6     1     1
  2.0206570446595390E-01 a       102     0     6     1     2
  6.3853409712082282E-02 a       103     0     6     1     3
 -1.1386921316711919E-01 a       104     0     6     1     4
  1.6481369540591850E-01 a       105     0     6     1     5
 -3.0156771780985199E-03 a       106     0     6     1     6
 -1.4997083003952139E-01 a       107     0     6     1     7
  8.9639683822640398E-02 a       108     0     6     1     8
  1.5227376238955972E-01 a       109     0     6     1     9
  2.0582418523445623E-01 a       110     0     6     1    10
 -6.0557312859979777E-02 a       111     0     6     1    11
  1.6609731480739634E-01 a       112     0     6     1    12
 -8.1083477958103611E-02 a       113     0     6     1    13
  7.1093880825592703E-02 a       114     0     6     1    14
 -7.6223986825682294E-02 a       115     0     6     1    15
 -1.7019260152821336E-01 a       116     0     6     1    16
  1.0754863696142415E-01 a       117     0     6     1    17
 -3.2608170421253697E-02 a       118     0     6     1    18
 -5.5243063468816696E-02 a       119     0     6     1    19
 -1.5253127417283929E-01 a       120     0     6     1    20
 -6.3911392518506235E-02 a       121     0     7     1     1
  8.4058953482197815E-02 a       122     0     7     1     2
 -8.9848953019062913E-02 a       123     0     7     1     3
  1.1425612230219404E-01 a       124     0     7     1     4
  5.2459323395069341E-02 a       125     0     7     1     5
 -7.4293623558416746E-02 a       126     0     7     1     6
 -4.9009331666752066E-02 a       127     0     7     1     7
 -3.1569945130223266E-03 a       128     0     7     1     8
 -1.7612167217385308E-01 a       129     0     7     1     9
  7.7154692106077546E-02 a       130     0     7     1    10
 -4.9354107957391063E-02 a       131     0     7     1    11
 -1.6303302125464644E-01 a       132     0     7     1    12
  1.5850261028520034E-02 a       133     0     7     1    13
 -1.3243442718331427E-01 a       134     0     7     1    14
 -2.9158644799207260E-02 a       135     0     7     1    15
  1.4628259085259754E-01 a       136     0     7     1    16
 -1.3334375222422334E-01 a       137     0     7     1    17
  5.6803159734903484E-02 a       138     0     7     1    18
 -1.2700628928206764E-01 a       139     0     7     1    19
 -2.1355805089182689E-01 a       140     0     7     1    20
 -2.8893653927174134E-02 a       141     0     8     1     1
 -5.2406557318731839E-02 a       142     0     8     1     2
  1.7341477490514901E-01 a       143     0     8     1     3
 -2.3250490843097077E-01 a       144     0     8     1     4
 -1.4242225943205145E-01 a       145     0     8     1     5
  2.2628568251577622E-01 a       146     0     8     1     6
 -2.0939043873537272E-01 a       147     0     8     1     7
  2.5297263077779786E-02 a       148     0     8     1     8
  5.7170394801902551E-02 a       149     0     8     1     9
  1.8613167011980666E-01 a       150     0     8     1    10
 -2.3651605232758341E-01 a       151     0     8     1    11
 -1.0255681394408719E-01 a       152     0     8     1    12
 -1.7985232737945273E-01 a       153     0     8     1    13
 -2.8461500322141869E-01 a       154     0     8     1    14
  6.3440521520932325E-02 a       155     0     8     1    15
  5.7929929059255501E-02 a       156     0     8     1    16
 -2.8921904889020078E-01 a       157     0     8     1    17
 -3.2542909411687998E-02 a       158     0     8     1    18
  7.1830246539512074E-02 a       159     0     8     1    19
 -3.1274828925562648E-01 a       160     0     8     1    20
 -1.7879544493374580E-01 a       161     0     9     1     1
  1.9595767337242170E-01 a       162     0     9     1     2
 -1.9635666639149302E-01 a       163     0     9     1     3
 -1.9928008639718786E-01 a       164     0     9     1     4
 -9.3846510826587157E-03 a       165     0     9     1     5
  5.1278023407732604E-02 a       166     0     9     1     6
  2.1704363523359316E-01 a       167     0     9     1     7
 -1.0159920985131085E-01 a       168     0     9     1     8
 -1.9978304590111504E-01 a       169     0     9     1     9
 -1.7566495457104161E-01 a       170     0     9     1    10
 -1.4974861257081841E-02 a       171     0     9     1    11
  1.0343521796180831E-01 a       172     0     9     1    12
  2.7574097755274124E-01 a       173     0     9     1    13
 -4.5386376701618408E-02 a       174     0     9     1    14
 -1.9641937536848791E-01 a       175     0     9     1    15
  3.3322483901158639E-01 a       176     0     9     1    16
  4.6204156786428396E-01 a       177     0     9     1    17
 -7.3394475946495438E-02 a       178     0     9     1    18
 -1.7167925234556117E-01 a       179     0     9     1    19
  1.0095255968629802E-01 a       180     0     9     1    20
  5.8251355043280925E-02 a       181     0    10     1     1
  1.7980767176579815E-01 a       182     0    10     1     2
  7.4000771643145280E-02 a       183     0    10     1     3
 -7.4669830416044913E-02 a       184     0    10     1     4
 -4.7486730618887196E-02 a       185     0    10     1     5
  5.9464753468271486E-02 a       186     0    10     1     6
 -1.9984856757406536E-01 a       187     0    10     1     7
  2.2975590932035231E-01 a       188     0    10     1     8
  1.4203678874574524E-01 a       189     0    10     1     9
 -1.2405654128007547E-01 a       190     0    10     1    10
 -6.6752306017559007E-02 a       191     0    10     1    11
 -1.1142448775650363E-01 a       192     0    10     1    12
  3.7464952021640824E-02 a       193     0    10     1    13
 -9.4570023511371296E-02 a       194     0    10     1    14
  2.1664252965708578E-01 a       195     0    10     1    15
 -1.4681021688776100E-01 a       196     0    10     1    16
 -1.4168747366890774E-02 a       197     0    10     1    17
 -1.0436318797836140E-01 a       198     0    10     1    18
  5.9343122609552830E-02 a       199     0    10     1    19
  2.4579022485072236E-01 a       200     0    10     1    20
 -4.8951466832504849E-02 a       201     0    11     1     1
  7.1214906175911932E-02 a       202     0    11     1     2
  1.1223292637391287E-01 a       203     0    11     1     3
 -1.0702179782553185E-02 a       204     0    11     1     4
 -5.4882990093014082E-02 a       205     0    11     1     5
  2.2446265905368988E-02 a       206     0    11     1     6
  7.3748607189106710E-02 a       207     0    11     1     7
  1.3982922561106231E-01 a       208     0    11     1     8
  1.6190238283452549E-01 a       209     0    11     1     9
  1.2549216725725371E-01 a       210     0    11     1    10
 -1.6267845663934211E-01 a       211     0    11     1    11
 -1.5512170612494311E-01 a       212     0    11     1    12
  7.0684165444401315E-02 a       213     0    11     1    13
 -4.0039330699974653E-02 a       214     0    11     1    14
  1.3334338736579033E-02 a       215     0    11     1    15
 -1.0518281567764531E-01 a       216     0    11     1    16
  7.8830690670438231E-03 a       217     0    11     1    17
  1.1324844237994797E-01 a       218     0    11     1    18
  6.2808999336788282E-02 a       219     0    11     1    19
 -1.6019958674293322E-01 a       220     0    11     1    20
  3.7042136863873211E-03 a       221     0    12     1     1
 -2.1868860051884281E-01 a       222     0    12     1     2
 -1.7885986757577457E-01 a       223     0    12     1     3
  1.1698147471509217E-01 a       224     0    12     1     4
  2.6280081051793863E-01 a       225     0    12     1     5
  1.5479271830317920E-01 a       226     0    12     1     6
  2.3709302454627343E-01 a       227     0    12     1     7
 -2.7336368592841703E-01 a       228     0    12     1     8
  1.1025154833206055E-01 a       229     0    12     1     9
 -1.2751149549590504E-01 a       230     0    12     1    10
  1.5455717000985622E-01 a       231     0    12     1    11
  1.4166608238525516E-01 a       232     0    12     1    12
 -1.2413460258691396E-01 a       233     0    12     1    13
  4.6132397268245480E-02 a       234     0    12     1    14
  4.2543156758264894E-02 a       235     0    12     1    15
  3.3479239570519147E-02 a       236     0    12     1    16
  2.0733250376184592E-01 a       237     0    12     1    17
  1.1651643867595385E-01 a       238     0    12     1    18
  5.1985016596536607E-02 a       239     0    12     1    19
 -1.8601682846334197E-01 a       240     0    12     1    20
 -2.0511522141244132E-01 a       241     0    13     1     1
 -1.1497958705936297E-01 a       242     0    13     1     2
  2.3945940045375685E-01 a       243     0    13     1     3
 -1.4331745142455995E-02 a       244     0    13     1     4
 -1.2186325016916010E-01 a       245     0    13     1     5
 -8.0554497610374864E-02 a       246     0    13     1     6
  1.3399543075018043E-04 a       247     0    13     1     7
  2.3682949221963474E-02 a       248     0    13     1     8
  9.1507941507818158E-02 a       249     0    13     1     9
  2.8163045937684333E-01 a       250     0    13     1    10
 -4.7823184352354532E-02 a       251     0    13     1    11
 -3.2095611246624445E-01 a       252     0    13     1    12
  1.2616086338258911E-02 a       253     0    13     1    13
 -2.3262467387924773E-01 a       254     0    13     1    14
  2.6472282370359185E-01 a       255     0    13     1    15
  3.6088913467875593E-02 a       256     0    13     1    16
 -7.6676103384433772E-02 a       257     0    13     1    17
  1.2831700688070302E-01 a       258     0    13     1    18
  1.7096461173460564E-01 a       259     0    13     1    19
  3.0853758595553591E-02 a       260     0    13     1    20
  1.0359222188770788E-01 a       261     0    14     1     1
 -2.4943570757337960E-01 a       262     0    14     1     2
 -2.6183542317003490E-02 a       263     0    14     1     3
 -1.2787730542770118E-01 a       264     0    14     1     4
  2.4757357844313205E-01 a       265     0    14     1     5
 -1.1695907774376692E-01 a       266     0    14     1     6
 -7.2668947207366857E-02 a       267     0    14     1     7
  1.1682543657671969E-01 a       268     0    14     1     8
 -1.6482860359137980E-01 a       269     0    14     1     9
 -1.9095682832022035E-01 a       270     0    14     1    10
  1.9191699571364970E-01 a       271     0    14     1    11
  2.1743032378771168E-01 a       272     0    14     1    12
  2.5033601577703035E-01 a       273     0    14     1    13
  4.4362746587329693E-02 a       274     0    14     1    14
 -1.9164641016290024E-01 a       275     0    14     1    15
 -8.7512134840411170E-03 a       276     0    14     1    16
 -1.3050952416316289E-01 a       277     0    14     1    17
  6.3293293527448183E-02 a       278     0    14     1    18
 -1.1037032939107545E-01 a       279     0    14     1    19
 -1.6338073321501306E-01 a       280     0    14     1    20
  1.8052748872423779E-01 a       281     0    15     1     1
  1.3590355150584563E-01 a       282     0    15     1     2
 -2.5921760618579587E-01 a       283     0    15     1     3
  1.4419554605190321E-01 a       284     0    15     1     4
 -9.1083404281612393E-02 a       285     0    15     1     5
  1.3233243315762433E-01 a       286     0    15     1     6
  5.0908754823388462E-02 a       287     0    15     1     7
 -1.0081406145342404E-01 a       288     0    15     1     8
  1.9302033198163548E-01 a       289     0    15     1     9
 -1.5358449751528280E-01 a       290     0    15     1    10
 -8.4882101914933970E-03 a       291     0    15     1    11
 -2.3341404375458302E-01 a       292     0    15     1    12
 -1.0785264976853844E-01 a       293     0    15     1    13
 -8.7241363020199941E-02 a       294     0    15     1    14
  1.0901293851136379E-01 a       295     0    15     1    15
  1.3966554911358375E-01 a       296     0    15     1    16
  5.7269447953333476E-02 a       297     0    15     1    17
  1.2931448038451340E-01 a       298     0    15     1    18
  5.0416298109009917E-02 a       299     0    15     1    19
  2.2612741042580831E-01 a       300     0    15     1    20
 -1.9191615338172452E-01 a       301     0    16     1     1
 -2.6196958099306117E-01 a       302     0    16     1     2
 -2.4741780637418515E-01 a       303     0    16     1     3
  2.1901268535286181E-01 a       304     0    16     1     4
  2.5619299775034299E-01 a       305     0    16     1     5
 -2.1128595422342417E-01 a       306     0    16     1     6
 -6.2321355705227184E-02 a       307     0    16     1     7
  1.8465889008167774E-01 a       308     0    16     1     8
  2.8496953214360798E-01 a       309     0    16     1     9
 -3.4749948538286363E-01 a       310     0    16     1    10
  7.9265631336726566E-02 a       311     0    16     1    11
 -8.9270849721043460E-02 a       312     0    16     1    12
  2.8797015667295835E-02 a       313     0    16     1    13
  2.6019987165691921E-01 a       314     0    16     1    14
 -2.1832064777971873E-03 a       315     0    16     1    15
 -1.0088986858383692E-01 a       316     0    16     1    16
  1.5554418186396166E-01 a       317     0    16     1    17
  3.1455426682660381E-01 a       318     0    16     1    18
  1.0447418912379491E-01 a       319     0    16     1    19
  1.5903316313589700E-02 a       320     0    16     1    20
 -2.2518077542061355E-02 a       321     0    17     1     1
  3.3724632173782043E-01 a       322     0    17     1     2
 -5.2712411017663462E-02 a       323     0    17     1     3
 -8.3706613743114291E-02 a       324     0    17     1     4
 -2.4328638851294829E-02 a       325     0    17     1     5
 -1.2278151522411902E-01 a       326     0    17     1     6
