################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.2725212771685968E-02 a         1     0     1     1     1
  1.2755448083070012E-01 a         2     0     1     1     2
 -7.5911329033303970E-02 a         3     0     1     1     3
 -2.4909552505928384E-01 a         4     0     1     1     4
  3.5727660385438273E-02 a         5     0     1     1     5
  1.8258356932581421E-01 a         6     0     1     1     6
  3.0567124045640406E-02 a         7     0     1     1     7
 -9.2997568004972969E-02 a         8     0     1     1     8
  2.6274553314954685E-01 a         9     0     1     1     9
 -3.0821709542839998E-01 a        10     0     1     1    10
 -3.5701519703059265E-02 a        11     0     1     1    11
  1.2949616481930978E-01 a        12     0     1     1    12
  1.2505476013545880E-01 a        13     0     1     1    13
  1.1486309153995618E-01 a        14     0     1     1    14
  1.7390142276281470E-01 a        15     0     1     1    15
 -3.8227315121811704E-02 a        16     0     1     1    16
 -1.7685589234922286E-01 a        17     0     1     1    17
 -1.5731144833493199E-01 a        18     0     1     1    18
 -3.9860407225927943E-02 a        19     0     1     1    19
  9.7921244564966439E-02 a        20     0     1     1    20
  4.6159431187727522E-02 a        21     0     2     1     1
 -7.6201958488895079E-03 a        22     0     2     1     2
 -2.1629167342554098E-01 a        23     0     2     1     3
  8.3578387198728413E-03 a        24     0     2     1     4
  3.1513247911172670E-01 a        25     0     2     1     5
  1.8511531477550114E-01 a        26     0     2     1     6
  9.5112572479090607E-02 a        27     0     2     1     7
  2.8866265957591505E-02 a        28     0     2     1     8
 -1.1269451445770094E-01 a        29     0     2     1     9
 -2.8412717116702638E-02 a        30     0     2     1    10
  7.6151123846583055E-02 a        31     0     2     1    11
 -1.5588330234189604E-01 a        32     0     2     1    12
  1.2584793165053956E-01 a        33     0     2     1    13
  6.1912486501672484E-02 a        34     0     2     1    14
 -1.9508812388830213E-01 a        35     0     2     1    15
 -2.2464885081551023E-01 a        36     0     2     1    16
  2.5987695188280946E-01 a        37     0     2     1    17
 -2.5592268260207510E-02 a        38     0     2     1    18
 -1.2811230044576954E-01 a        39     0     2     1    19
 -3.7725644856497480E-02 a        40     0     2     1    20
 -1.1293295511561784E-02 a        41     0     3     1     1
  2.5815348499001134E-01 a        42     0     3     1     2
  2.7244695258865204E-01 a        43     0     3     1     3
 -2.2031323184353224E-01 a        44     0     3     1     4
  1.1795820711738204E-01 a        45     0     3     1     5
 -1.7759716450709215E-01 a        46     0     3     1     6
 -2.4636694381742524E-01 a        47     0     3     1     7
 -3.1052844248432054E-01 a        48     0     3     1     8
  4.5267311435463607E-02 a        49     0     3     1     9
  3.1903403564412437E-02 a        50     0     3     1    10
 -3.6217184695960181E-01 a        51     0     3     1    11
