################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.0441043246985683E-01 a         1     0     1     1     1
 -1.3237453563188026E-01 a         2     0     1     1     2
  4.1789779802439508E-01 a         3     0     1     1     3
  3.2832617288409144E-01 a         4     0     1     1     4
  2.8433905235979573E-01 a         5     0     1     1     5
 -4.2878748408645695E-01 a         6     0     1     1     6
 -1.1251735168626102E-01 a         7     0     1     1     7
 -3.6306911542024730E-04 a         8     0     1     1     8
 -3.9537532108739581E-01 a         9     0     1     1     9
  1.2048352311703721E-01 a        10     0     1     1    10
  5.4462261630068981E-02 a        11     0     1     1    11
  2.1530033886616451E-01 a        12     0     1     1    12
  1.9116885506424309E-02 a        13     0     1     1    13
 -3.4971914241740026E-01 a        14     0     1     1    14
 -1.9391342785635610E-01 a        15     0     1     1    15
 -9.3156321076083848E-02 a        16     0     1     1    16
 -3.7821804388448260E-01 a        17     0     1     1    17
 -3.0969043845048083E-01 a        18     0     1     1    18
 -3.6329104881894403E-01 a        19     0     1     1    19
  1.7069153132394968E-01 a        20     0     1     1    20
 -4.5872290483696218E-02 a        21     0     2     1     1
 -1.2224359504706007E-01 a        22     0     2     1     2
  2.6263446298887605E-02 a        23     0     2     1     3
 -2.9906836779268409E-01 a        24     0     2     1     4
  1.2392346281296221E-01 a        25     0     2     1     5
  4.3041023346105961E-02 a        26     0     2     1     6
  1.9832267110034524E-01 a        27     0     2     1     7
 -4.2745777825695816E-02 a        28     0     2     1     8
 -1.3543391859959689E-01 a        29     0     2     1     9
 -2.2432889370546774E-01 a        30     0     2     1    10
  8.0815283886103706E-02 a        31     0     2     1    11
  1.7807598058311652E-01 a        32     0     2     1    12
  1.2696945910471560E-01 a        33     0     2     1    13
  2.8108519760569755E-02 a        34     0     2     1    14
 -6.1808209340164913E-02 a        35     0     2     1    15
  1.3364545248899534E-01 a        36     0     2     1    16
  7.1317709702381799E-02 a        37     0     2     1    17
  4.7994702253740057E-02 a        38     0     2     1    18
  1.5677153630052308E-02 a        39     0     2     1    19
 -5.4311112185453959E-02 a        40     0     2     1    20
 -1.2607621181527881E-01 a        41     0     3     1     1
  3.7248215931618095E-01 a        42     0     3     1     2
 -2.3311376582381854E-01 a        43     0     3     1     3
 -4.7093141513142767E-01 a        44     0     3     1     4
  2.1480270655475553E-01 a        45     0     3     1     5
 -1.0973448450698060E-01 a        46     0     3     1     6
  4.2788826727110069E-01 a        47     0     3     1     7
 -6.1550047735344247E-02 a        48     0     3     1     8
  1.9735451489063183E-01 a        49     0     3     1     9
  1.0809612678183232E-01 a        50     0     3     1    10
  6.4553706121049118E-02 a        51     0     3     1    11
 -1.4676852062273810E-01 a        52     0     3     1    12
 -9.9933821377161905E-02 a        53     0     3     1    13
 -3.8245592794045097E-01 a        54     0     3     1    14
 -3.3706063628970734E-01 a        55     0     3     1    15
  5.3653428698599981E-01 a        56     0     3     1    16
 -2.5369718984356526E-01 a        57     0     3     1    17
 -3.0940842699132343E-01 a        58     0     3     1    18
  5.7367061494950806E-02 a        59     0     3     1    19
  3.6863773475994885E-02 a        60     0     3     1    20
  3.0004026441927162E-01 a        61     0     4     1     1
 -9.0141182063090089E-02 a        62     0     4     1     2
 -1.7875452543000853E-01 a        63     0     4     1     3
 -4.5159115210953610E-01 a        64     0     4     1     4
  1.4304682559604712E-01 a        65     0     4     1     5
 -3.1542687661969182E-01 a        66     0     4     1     6
  7.7149567214924353E-01 a        67     0     4     1     7
  4.9854580524919279E-01 a        68     0     4     1     8
  1.8195865264165523E-01 a        69     0     4     1     9
 -6.8830342589678351E-01 a        70     0     4     1    10
 -4.5283324378676787E-01 a        71     0     4     1    11
  1.5076393053080386E-01 a        72     0     4     1    12
  2.4129965469363032E-01 a        73     0     4     1    13
 -4.7144186128422655E-01 a        74     0     4     1    14
  2.4158270479003788E-01 a        75     0     4     1    15
  1.8163487401959375E-02 a        76     0     4     1    16
  6.5548861138571379E-01 a        77     0     4     1    17
 -5.9355314790656777E-01 a        78     0     4     1    18
  9.1936371077283507E-01 a        79     0     4     1    19
  3.1084836427572965E-01 a        80     0     4     1    20
 -1.9702592848462319E-01 a        81     0     5     1     1
 -6.0374980785330677E-02 a        82     0     5     1     2
 -1.5442326843863527E-01 a        83     0     5     1     3
  2.0803831087605640E-01 a        84     0     5     1     4
 -7.6958147717840736E-02 a        85     0     5     1     5
  1.1689383682169423E-01 a        86     0     5     1     6
 -1.6997684839572072E-01 a        87     0     5     1     7
  1.1638233797725166E-01 a        88     0     5     1     8
 -1.3975669970656279E-01 a        89     0     5     1     9
  3.1385884142876636E-01 a        90     0     5     1    10
 -3.2259717417294255E-04 a        91     0     5     1    11
 -6.5510435381027216E-02 a        92     0     5     1    12
 -1.9737547188215690E-01 a        93     0     5     1    13
  1.3471968671448425E-01 a        94     0     5     1    14
 -6.5080201813837890E-02 a        95     0     5     1    15
  4.2714551899315313E-02 a        96     0     5     1    16
 -8.9265172120586142E-02 a        97     0     5     1    17
  4.9379355003304391E-02 a        98     0     5     1    18
  7.8599909796290043E-02 a        99     0     5     1    19
  4.4050529341414700E-02 a       100     0     5     1    20
  1.1080585583402862E-01 a       101     0     6     1     1
 -1.1688098014249385E-01 a       102     0     6     1     2
  4.8322859890910029E-02 a       103     0     6     1     3
  1.6863811720075572E-01 a       104     0     6     1     4
 -6.4863557213050940E-02 a       105     0     6     1     5
  2.9693875193280489E-01 a       106     0     6     1     6
  4.6106702472885130E-01 a       107     0     6     1     7
  3.3679302319157151E-01 a       108     0     6     1     8
 -1.1546768075211658E-01 a       109     0     6     1     9
  6.9062866188830660E-02 a       110     0     6     1    10
 -1.7019691128192632E-01 a       111     0     6     1    11
  3.7189735666041518E-01 a       112     0     6     1    12
  7.8350979138802623E-02 a       113     0     6     1    13
 -4.1941048193472003E-01 a       114     0     6     1    14
 -1.7947345729946193E-01 a       115     0     6     1    15
 -1.7182291178868693E-02 a       116     0     6     1    16
  3.5273023880258153E-01 a       117     0     6     1    17
 -8.7480215514353935E-02 a       118     0     6     1    18
 -8.6560399236677910E-02 a       119     0     6     1    19
 -2.2933854611099230E-01 a       120     0     6     1    20
 -2.2803089665961282E-01 a       121     0     7     1     1
 -2.6399240341488750E-01 a       122     0     7     1     2
  4.5926720249167097E-01 a       123     0     7     1     3
 -8.0047222292361192E-02 a       124     0     7     1     4
  2.8559839649347329E-01 a       125     0     7     1     5
  2.9956484458476068E-01 a       126     0     7     1     6
 -1.3895893581358285E-01 a       127     0     7     1     7
 -1.2999377331817119E-01 a       128     0     7     1     8
 -3.1867702489958560E-01 a       129     0     7     1     9
  7.5494472146019773E-02 a       130     0     7     1    10
 -1.1981647799992159E-02 a       131     0     7     1    11
  6.3221345956998465E-02 a       132     0     7     1    12
 -2.1084937253952374E-01 a       133     0     7     1    13
 -1.2432843284540379E-01 a       134     0     7     1    14
 -6.2005217250682580E-02 a       135     0     7     1    15
  3.6634807604046116E-01 a       136     0     7     1    16
 -1.8056550986194109E-01 a       137     0     7     1    17
 -2.2551340025310712E-01 a       138     0     7     1    18
 -1.3556212288016953E-01 a       139     0     7     1    19
  9.3493810578081829E-02 a       140     0     7     1    20
  3.1624373078828927E-01 a       141     0     8     1     1
  1.6362278044777726E-01 a       142     0     8     1     2
 -4.5458052867077237E-01 a       143     0     8     1     3
  1.3932662611065932E-01 a       144     0     8     1     4
 -1.7280621308650757E-01 a       145     0     8     1     5
  1.2353235391738931E-01 a       146     0     8     1     6
 -1.1412682104007263E-03 a       147     0     8     1     7
  7.4602487316852595E-02 a       148     0     8     1     8
  4.2933499050749779E-01 a       149     0     8     1     9
 -8.2813134412043632E-02 a       150     0     8     1    10
 -1.8180329696797243E-01 a       151     0     8     1    11
 -2.7039428601762538E-01 a       152     0     8     1    12
 -4.1492794178963638E-01 a       153     0     8     1    13
 -6.7477591678536550E-02 a       154     0     8     1    14
  2.1513405926222257E-01 a       155     0     8     1    15
  2.5071548681181938E-01 a       156     0     8     1    16
  5.0850701821207059E-02 a       157     0     8     1    17
  2.2704691901097591E-02 a       158     0     8     1    18
 -2.6013863596844439E-01 a       159     0     8     1    19
 -1.5156725623076756E-01 a       160     0     8     1    20
  2.8348892706325501E-01 a       161     0     9     1     1
